,name,rating,genre,year,score,votes,director,writer,star,runtime,decade,gross,budget,company
3690,Amores Perros,R,Drama,2000,8.1,228000.0,Alejandro G. Iñárritu,Guillermo Arriaga,Emilio Echevarría,154.0,2000s,39.0,4.0,Altavista Films
3691,"Me, Myself & Irene",R,Comedy,2000,6.6,226000.0,Bobby Farrelly,Peter Farrelly,Jim Carrey,116.0,2000s,278.0,95.0,Twentieth Century Fox
3692,U-571,PG-13,Action,2000,6.6,79000.0,Jonathan Mostow,Jonathan Mostow,Matthew McConaughey,116.0,2000s,237.0,115.0,Universal Pictures
3693,Bedazzled,PG-13,Comedy,2000,6.0,99000.0,Harold Ramis,Peter Cook,Brendan Fraser,93.0,2000s,168.0,89.0,Twentieth Century Fox
3694,The Road to El Dorado,PG,Animation,2000,6.9,88000.0,Bibo Bergeron,Terry Rossio,Kevin Kline,89.0,2000s,142.0,177.0,DreamWorks Animation
3696,Dinosaur,PG,Animation,2000,6.5,56000.0,Eric Leighton,Thom Enriquez,D.B. Sweeney,82.0,2000s,651.0,237.0,Walt Disney
3697,How the Grinch Stole Christmas,PG,Comedy,2000,6.2,219000.0,Ron Howard,Dr. Seuss,Jim Carrey,104.0,2000s,676.0,229.0,Universal Pictures
3698,Dancer in the Dark,R,Crime,2000,8.0,105000.0,Lars von Trier,Lars von Trier,Björk,140.0,2000s,75.0,24.0,Zentropa Entertainments
3699,What Women Want,PG-13,Comedy,2000,6.4,197000.0,Nancy Meyers,Josh Goldsmith,Mel Gibson,127.0,2000s,696.0,130.0,Paramount Pictures
3700,The Gift,R,Drama,2000,6.7,65000.0,Sam Raimi,Billy Bob Thornton,Cate Blanchett,111.0,2000s,83.0,19.0,Lakeshore Entertainment
3701,The Family Man,PG-13,Comedy,2000,6.8,105000.0,Brett Ratner,David Diamond,Nicolas Cage,125.0,2000s,232.0,112.0,Universal Pictures
3702,Mission to Mars,PG,Adventure,2000,5.7,71000.0,Brian De Palma,Lowell Cannon,Tim Robbins,114.0,2000s,206.0,186.0,Touchstone Pictures
3703,The Replacements,PG-13,Comedy,2000,6.6,60000.0,Howard Deutch,Vince McKewin,Keanu Reeves,118.0,2000s,93.0,93.0,Bel Air Entertainment
3704,Next Friday,R,Comedy,2000,6.2,38000.0,Steve Carr,Ice Cube,Ice Cube,98.0,2000s,111.0,20.0,New Line Cinema
3706,Little Nicky,PG-13,Comedy,2000,5.3,101000.0,Steven Brill,Tim Herlihy,Adam Sandler,90.0,2000s,108.0,158.0,Avery Pix
3707,Boiler Room,R,Crime,2000,7.0,51000.0,Ben Younger,Ben Younger,Giovanni Ribisi,120.0,2000s,54.0,13.0,New Line Cinema
3708,Where the Heart Is,PG-13,Comedy,2000,6.7,32000.0,Matt Williams,Lowell Ganz,Natalie Portman,120.0,2000s,76.0,28.0,Twentieth Century Fox
3709,Frequency,PG-13,Crime,2000,7.3,103000.0,Gregory Hoblit,Toby Emmerich,Dennis Quaid,118.0,2000s,127.0,58.0,New Line Cinema
3710,Men of Honor,R,Biography,2000,7.2,110000.0,George Tillman Jr.,Scott Marshall Smith,Cuba Gooding Jr.,129.0,2000s,153.0,60.0,Fox 2000 Pictures
3711,28 Days,PG-13,Comedy,2000,6.1,46000.0,Betty Thomas,Susannah Grant,Sandra Bullock,103.0,2000s,116.0,80.0,Columbia Pictures
3712,Love & Basketball,PG-13,Drama,2000,7.2,20000.0,Gina Prince-Bythewood,Gina Prince-Bythewood,Sanaa Lathan,124.0,2000s,52.0,37.0,40 Acres & A Mule Filmworks
3713,Shanghai Noon,PG-13,Action,2000,6.6,122000.0,Tom Dey,Miles Millar,Jackie Chan,110.0,2000s,185.0,102.0,Touchstone Pictures
3714,The Little Vampire,PG,Adventure,2000,5.8,9800.0,Uli Edel,Angela Sommer-Bodenburg,Jonathan Lipnicki,95.0,2000s,52.0,65.0,Avrora Media
3716,Pay It Forward,PG-13,Drama,2000,7.2,114000.0,Mimi Leder,Catherine Ryan Hyde,Kevin Spacey,123.0,2000s,104.0,74.0,Warner Brothers
3717,Vertical Limit,PG-13,Action,2000,5.9,60000.0,Martin Campbell,Robert King,Scott Glenn,124.0,2000s,401.0,140.0,Columbia Pictures
3718,The Flintstones in Viva Rock Vegas,PG,Comedy,2000,3.7,22000.0,Brian Levant,William Hanna,Mark Addy,90.0,2000s,111.0,154.0,Universal Pictures
3720,Reindeer Games,R,Action,2000,5.8,38000.0,John Frankenheimer,Ehren Kruger,Ben Affleck,104.0,2000s,60.0,78.0,Dimension Films
3721,Dracula 2000,R,Action,2000,4.9,33000.0,Patrick Lussier,Joel Soisson,Gerard Butler,99.0,2000s,88.0,100.0,Dimension Films
3722,102 Dalmatians,G,Adventure,2000,4.9,36000.0,Kevin Lima,Dodie Smith,Glenn Close,100.0,2000s,342.0,158.0,Cruella Productions
3723,Red Planet,PG-13,Action,2000,5.7,56000.0,Antony Hoffman,Chuck Pfarrer,Val Kilmer,106.0,2000s,62.0,149.0,Warner Brothers
3724,Dungeons & Dragons,PG-13,Action,2000,3.7,32000.0,Courtney Solomon,Topper Lilien,Justin Whalin,107.0,2000s,63.0,84.0,New Line Cinema
3725,Get Carter,R,Action,2000,5.2,33000.0,Stephen Kay,Ted Lewis,Sylvester Stallone,102.0,2000s,36.0,118.0,Morgan Creek Entertainment
3726,Wonder Boys,R,Comedy,2000,7.3,62000.0,Curtis Hanson,Michael Chabon,Michael Douglas,107.0,2000s,62.0,102.0,Mutual Film Company
3727,Shaft,R,Action,2000,6.0,75000.0,John Singleton,Ernest Tidyman,Samuel L. Jackson,99.0,2000s,200.0,86.0,Paramount Pictures
3728,Finding Forrester,PG-13,Drama,2000,7.3,84000.0,Gus Van Sant,Mike Rich,Sean Connery,136.0,2000s,149.0,80.0,Columbia Pictures
3729,The Legend of Bagger Vance,PG-13,Drama,2000,6.7,54000.0,Robert Redford,Steven Pressfield,Will Smith,126.0,2000s,73.0,149.0,Twentieth Century Fox
3730,Titan A.E.,PG,Animation,2000,6.6,59000.0,Don Bluth,Hans Bauer,Matt Damon,94.0,2000s,68.0,140.0,David Kirschner Productions
3731,Snow Day,PG,Adventure,2000,5.1,12000.0,Chris Koch,Will McRobb,Chevy Chase,89.0,2000s,116.0,24.0,MFF Feature Film Productions
3732,The Watcher,R,Crime,2000,5.3,26000.0,Joe Charbanic,Darcy Meyers,James Spader,97.0,2000s,88.0,56.0,Lewitt / Eberts Productions
3733,The Skulls,PG-13,Action,2000,5.6,31000.0,Rob Cohen,John Pogue,Joshua Jackson,106.0,2000s,94.0,65.0,Universal Pictures
3734,Romeo Must Die,R,Action,2000,6.1,68000.0,Andrzej Bartkowiak,Mitchell Kapner,Jet Li,115.0,2000s,169.0,46.0,Warner Brothers
3735,Big Momma's House,PG-13,Action,2000,5.2,82000.0,Raja Gosnell,Darryl Quarles,Martin Lawrence,99.0,2000s,324.0,56.0,Twentieth Century Fox
3736,Drowning Mona,PG-13,Comedy,2000,5.7,14000.0,Nick Gomez,Peter Steinfeld,Danny DeVito,96.0,2000s,30.0,69.0,Code Entertainment
3738,Keeping the Faith,PG-13,Comedy,2000,6.4,50000.0,Edward Norton,Stuart Blumberg,Ben Stiller,128.0,2000s,111.0,54.0,Spyglass Entertainment
3739,Center Stage,PG-13,Drama,2000,6.7,19000.0,Nicholas Hytner,Carol Heikkinen,Amanda Schull,115.0,2000s,49.0,54.0,Columbia Pictures
3741,Book of Shadows: Blair Witch 2,R,Adventure,2000,4.0,36000.0,Joe Berlinger,Daniel Myrick,Jeffrey Donovan,90.0,2000s,89.0,28.0,Artisan Entertainment
3742,Rules of Engagement,R,Drama,2000,6.4,45000.0,William Friedkin,Jim Webb,Tommy Lee Jones,128.0,2000s,133.0,112.0,Seven Arts Pictures
3743,Thirteen Days,PG-13,Drama,2000,7.3,55000.0,Roger Donaldson,David Self,Kevin Costner,145.0,2000s,124.0,149.0,New Line Cinema
3744,You Can Count on Me,R,Drama,2000,7.5,29000.0,Kenneth Lonergan,Kenneth Lonergan,Laura Linney,111.0,2000s,21.0,2.0,Hart Sharp Entertainment
3745,The Kid,PG,Comedy,2000,6.1,41000.0,Jon Turteltaub,Audrey Wells,Bruce Willis,104.0,2000s,205.0,121.0,Chester Films Inc.
3746,All the Pretty Horses,PG-13,Drama,2000,5.8,13000.0,Billy Bob Thornton,Cormac McCarthy,Matt Damon,116.0,2000s,34.0,106.0,Columbia Pictures
3747,Hanging Up,PG-13,Comedy,2000,4.9,12000.0,Diane Keaton,Delia Ephron,Diane Keaton,94.0,2000s,96.0,112.0,Columbia Pictures
3750,Supernova,PG-13,Horror,2000,4.9,17000.0,Walter Hill,William Malone,James Spader,90.0,2000s,28.0,167.0,Hammerhead Productions
3751,Loser,PG-13,Comedy,2000,5.3,27000.0,Amy Heckerling,Amy Heckerling,Jason Biggs,98.0,2000s,34.0,37.0,Branti Film Productions
3752,Down to You,PG-13,Comedy,2000,5.0,15000.0,Kris Isacsson,Kris Isacsson,Freddie Prinze Jr.,91.0,2000s,45.0,20.0,Open City Films
3753,The Way of the Gun,R,Action,2000,6.7,32000.0,Christopher McQuarrie,Christopher McQuarrie,Ryan Phillippe,119.0,2000s,25.0,16.0,Artisan Entertainment
3754,The Adventures of Rocky & Bullwinkle,PG,Animation,2000,4.2,20000.0,Des McAnuff,Jay Ward,Robert De Niro,92.0,2000s,65.0,141.0,Capella International
3755,Cecil B. Demented,R,Comedy,2000,6.2,14000.0,John Waters,John Waters,Melanie Griffith,87.0,2000s,4.0,19.0,Artic Productions LLC
3756,Nutty Professor II: the Klumps,PG-13,Comedy,2000,4.4,49000.0,Peter Segal,Jerry Lewis,Eddie Murphy,106.0,2000s,309.0,156.0,Universal Pictures
3757,The Crimson Rivers,R,Crime,2000,6.9,59000.0,Mathieu Kassovitz,Jean-Christophe Grangé,Jean Reno,106.0,2000s,112.0,26.0,Légende Films
3758,Proof of Life,R,Action,2000,6.3,56000.0,Taylor Hackford,Tony Gilroy,Meg Ryan,135.0,2000s,117.0,121.0,Castle Rock Entertainment
3759,Bamboozled,R,Comedy,2000,6.6,11000.0,Spike Lee,Spike Lee,Damon Wayans,135.0,2000s,5.0,19.0,New Line Cinema
3760,Shadow of the Vampire,R,Drama,2000,6.9,40000.0,E. Elias Merhige,Steven Katz,John Malkovich,92.0,2000s,21.0,15.0,Saturn Films
3761,Thomas and the Magic Railroad,G,Adventure,2000,4.2,3900.0,Britt Allcroft,Britt Allcroft,Alec Baldwin,85.0,2000s,37.0,35.0,Gullane Pictures
3763,Return to Me,PG,Comedy,2000,6.9,20000.0,Bonnie Hunt,Bonnie Hunt,David Duchovny,115.0,2000s,68.0,45.0,Metro-Goldwyn-Mayer (MGM)
3764,Boys and Girls,PG-13,Comedy,2000,5.4,16000.0,Robert Iscove,Andrew Lowery,Freddie Prinze Jr.,94.0,2000s,48.0,65.0,Punch 21 Productions
3765,Whatever It Takes,PG-13,Comedy,2000,5.5,10000.0,David Raynr,Mark Schwahn,Shane West,94.0,2000s,18.0,60.0,Columbia Pictures
3766,Chuck & Buck,R,Comedy,2000,6.6,5300.0,Miguel Arteta,Mike White,Mike White,96.0,2000s,2.0,0.0,Artisan Entertainment
3767,Autumn in New York,PG-13,Drama,2000,5.6,25000.0,Joan Chen,Allison Burnett,Richard Gere,103.0,2000s,169.0,121.0,Metro-Goldwyn-Mayer (MGM)
3768,Pollock,R,Biography,2000,7.0,27000.0,Ed Harris,Steven Naifeh,Ed Harris,122.0,2000s,20.0,11.0,Brant-Allen
3769,The Art of War,R,Action,2000,5.7,29000.0,Christian Duguay,Wayne Beach,Wesley Snipes,117.0,2000s,75.0,112.0,Morgan Creek Entertainment
3771,Left Behind: The Movie,PG-13,Action,2000,4.5,9200.0,Vic Sarin,Alan B. McElroy,Kirk Cameron,96.0,2000s,8.0,7.0,Cloud Ten Pictures
3773,Psycho Beach Party,Unrated,Comedy,2000,6.2,5700.0,Robert Lee King,Charles Busch,Lauren Ambrose,95.0,2000s,0.0,3.0,New Oz Productions
3774,Bait,R,Action,2000,5.8,11000.0,Antoine Fuqua,Andrew Scheinman,Jamie Foxx,119.0,2000s,29.0,95.0,Castle Rock Entertainment
3775,Saving Grace,R,Comedy,2000,6.9,18000.0,Nigel Cole,Mark Crowdy,Brenda Blethyn,93.0,2000s,53.0,19.0,Portman Entertainment Group
3776,Hamlet,R,Drama,2000,6.0,9200.0,Michael Almereyda,William Shakespeare,Ethan Hawke,112.0,2000s,4.0,4.0,double A Films
3780,Highlander: Endgame,R,Action,2000,4.6,20000.0,Douglas Aarniokoski,Gregory Widen,Christopher Lambert,87.0,2000s,29.0,46.0,Davis-Panzer Productions
3781,Dr. T & the Women,R,Comedy,2000,4.6,18000.0,Robert Altman,Anne Rapp,Richard Gere,122.0,2000s,42.0,43.0,Artisan Entertainment
3783,Urban Legends: Final Cut,R,Horror,2000,4.3,16000.0,John Ottman,Silvio Horta,Jennifer Morrison,97.0,2000s,72.0,26.0,Phoenix Pictures
3784,Woman on Top,R,Comedy,2000,5.3,10000.0,Fina Torres,Vera Blasi,Penélope Cruz,92.0,2000s,19.0,15.0,Fox Searchlight Pictures
3785,Ready to Rumble,PG-13,Comedy,2000,5.4,14000.0,Brian Robbins,Steven Brill,David Arquette,107.0,2000s,23.0,45.0,Bel Air Entertainment
